,simulation_id,scenario,strategy,netlogo_seed,num_of_samples,num_of_robots,num_of_passengers,num_of_staff,fall_length,fall_chance,robot_persuasion_factor,max_netlogo_ticks,room_type,enable_video,param_seed,evacuation_ticks,evacuation_time,robot_actions,robot_responses,robot_contacts,success
0,no-support@fall-length=100$fall-chance=0.05_0,no-support@fall-length=100$fall-chance=0.05,,-1207807381,5,0,800,10,100,0.05,1,2000,8,False,8967,268.0,16.53,[],[],0,True
1,no-support@fall-length=100$fall-chance=0.05_1,no-support@fall-length=100$fall-chance=0.05,,-792368376,5,0,800,10,100,0.05,1,2000,8,False,8967,322.0,21.6,[],[],0,True
2,no-support@fall-length=100$fall-chance=0.05_2,no-support@fall-length=100$fall-chance=0.05,,-20676663,5,0,800,10,100,0.05,1,2000,8,False,8967,302.0,20.51,[],[],0,True
3,no-support@fall-length=100$fall-chance=0.05_3,no-support@fall-length=100$fall-chance=0.05,,-66166063,5,0,800,10,100,0.05,1,2000,8,False,8967,363.0,17.41,[],[],0,True
4,no-support@fall-length=100$fall-chance=0.05_4,no-support@fall-length=100$fall-chance=0.05,,429628137,5,0,800,10,100,0.05,1,2000,8,False,8967,289.0,17.05,[],[],0,True
5,no-support@fall-length=100$fall-chance=0.15000000000000002_0,no-support@fall-length=100$fall-chance=0.15000000000000002,,-1207807381,5,0,800,10,100,0.15000000000000002,1,2000,8,False,8967,324.0,16.09,[],[],0,True
6,no-support@fall-length=100$fall-chance=0.15000000000000002_1,no-support@fall-length=100$fall-chance=0.15000000000000002,,-792368376,5,0,800,10,100,0.15000000000000002,1,2000,8,False,8967,438.0,20.62,[],[],0,True
7,no-support@fall-length=100$fall-chance=0.15000000000000002_2,no-support@fall-length=100$fall-chance=0.15000000000000002,,-20676663,5,0,800,10,100,0.15000000000000002,1,2000,8,False,8967,302.0,22.35,[],[],0,True
8,no-support@fall-length=100$fall-chance=0.15000000000000002_3,no-support@fall-length=100$fall-chance=0.15000000000000002,,-66166063,5,0,800,10,100,0.15000000000000002,1,2000,8,False,8967,363.0,17.83,[],[],0,True
9,no-support@fall-length=100$fall-chance=0.15000000000000002_4,no-support@fall-length=100$fall-chance=0.15000000000000002,,429628137,5,0,800,10,100,0.15000000000000002,1,2000,8,False,8967,222.0,15.64,[],[],0,True
